identifier,TopicValue2,Topic,TopicValue,Month,Publisher,Author,Title,description,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
DCDL-0015572,9.99338022341746,john_key_labelled_cup_prime_february_rugby_world_representing,0.99338022341746,2010-09,Nelson mail (Newspaper),"Hodgson, Trace","Cracks in the pedestal.... 14 September 2010","Prime Minister John Key stands grinning on a cracked pedestal bearing the words Most popular P M In the background is the Beehive flying a skull and crossbones flag The landscape is a desert with cactus and dried bones and a vulture in a bare tree A man and a woman comment that it looks as though the quake may have done damage in Wellington after all that and the crash of the SCF fund Refers to two major events in the Canterbury area in recent times that have incurred huge government costs these are the collapse of the South Canterbury Finance Company and the earthquake that struck early Saturday morning 4th September The South Canterbury Finance Company has been taken into receivership by the government and treasury is assuming that the cost of the earthquake will reach 4 billion",0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.99338022341746,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771
DCDL-0015572A,9.99338022341746,john_key_labelled_cup_prime_february_rugby_world_representing,0.99338022341746,2010-09,Dominion post (Newspaper),"Hodgson, Trace","Cracks in the pedestal.... 14 September 2010","Prime Minister John Key stands grinning on a cracked pedestal bearing the words Most popular P M In the background is the Beehive flying a skull and crossbones flag The landscape is a desert with cactus and dried bones and a vulture in a bare tree A man and a woman comment that it looks as though the quake may have done damage in Wellington after all that and the crash of the SCF fund Refers to two major events in the Canterbury area in recent times that have incurred huge government costs these are the collapse of the South Canterbury Finance Company and the earthquake that struck early Saturday morning 4th September The South Canterbury Finance Company has been taken into receivership by the government and treasury is assuming that the cost of the earthquake will reach 4 billion",0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.99338022341746,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771,0.000413736036408771
DCDL-0015573,9.72617319787131,john_key_labelled_cup_prime_february_rugby_world_representing,0.726173197871311,2010-09,Listener (Serial),"Slane, Christopher","SEISMIC UPHEAVAL. "I feel your pain, Bill" 10 September 2010","The cartoon is entitled seismic upheaval Prime Minister John Key and Finance Minister Bill English stand near cracks in the ground and stare sadly at a huge wallet Bill s boodle Vast quantities of banknotes spill out and the wallet also contains a travel card a house card and an expenses card Etched in the ground are the words Christchurch quake and South Canterbury Finance two major events in the Canterbury area that have incurred huge government costs The South Canterbury Finance Company has been taken into receivership by the government Treasury is assuming that the cost of the earthquake will reach 4 billion",0.000483792936623125,0.000483792936623125,0.0246734397677794,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.726173197871311,0.000483792936623125,0.000483792936623125,0.242380261248186,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
DCDL-0015605,5.658175842235,february_south_pike_river_zealand_island_news_september,0.658175842235004,2010-09,Marlborough Express (Newspaper),"Bromhead, Peter","Life in the South Island.. 20 September 2010","The cartoon s title is Life in the South Island A man wonders aloud to his wife when the plague of locusts will arrive as they have had collapsing finance companies earthquakes and heavy snow damage Refers to the collapse of South Canterbury Finance the earthquake of 4th September and more recently heavy snow in Southland that has caused roofs to collapse",0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.658175842235004,0.000821692686935086,0.288414133114215,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0015607,4.38646101113967,red_zone_homes_people_areas_damage_central,0.386461011139674,2010-09,Northern advocate (Newspaper),"Clark, Laurence","THE LATEST DESIGN IN HOUSING FOR LIVING WITH NATURAL HAZARDS. 18 September 2010","The cartoon shows a family standing proudly in front of their tent which has No leaks is Earthquake proof and Affordable An Optional extra is an inflatable base for tsunami prone areas Text below reads Not suitable for volcanic areas Refers to the problems that have been experienced in the last couple of decades with leaky homes and to the Canterbury earthquake of 4th September with its aftermath of rebuilding for greater earthquake proofing and to the problem of housing affordability",0.000856898029134533,0.000856898029134533,0.000856898029134533,0.386461011139674,0.000856898029134533,0.172236503856041,0.172236503856041,0.0437017994858612,0.129391602399314,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.0865467009425878
DCDL-0015611,3.97913950456323,aftershocks_people_house_woman_september_couple_disaster,0.979139504563233,2010-09,Dominion post (Newspaper),"Scott, Thomas","Scott, Thomas, 1947-:'Whoa! Is this another quake?' 21 September 2010","A house rocks in the night but the occupants are reassured that it is not another quake only an aftershock which although it causes the walls to crumble is nothing to worry about Refers to the Canterbury earthquake of 4th September and the dozens of aftershocks that cause continuing tension and anxiety but also to so called quake humour to cope with the stress",0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0015611A,3.97913950456323,aftershocks_people_house_woman_september_couple_disaster,0.979139504563233,2010-09,Nelson mail (Newspaper),"Scott, Thomas","Scott, Thomas, 1947-:'Whoa! Is this another quake?' 21 September 2010","A house rocks in the night but the occupants are reassured that it is not another quake only an aftershock which although it causes the walls to crumble is nothing to worry about Refers to the Canterbury earthquake of 4th September and the dozens of aftershocks that cause continuing tension and anxiety but also to so called quake humour to cope with the stress",0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0015616,1.96905222437137,february_people_cathedral_aftershocks_rubble_buildings_september,0.969052224371373,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Canterbury from the air... AFTERSHOCKS. 6 September 2010","The word AFTERSHOCKS appears printed across the Canterbury landscape Text reads Canterbury from the air Refers to the earthquake of 4th September and the frequent aftershocks that continued for at least two weeks",0.969052224371373,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
DCDL-0015626,11.3961766644693,mayor_bob_parker_mp_local_february_special_anderton,0.396176664469347,2010-09,Northern advocate (Newspaper),"Hubbard, James",""This can't be repaired, it needs to be condemned..." 20 September 2010","Maori Party MP for Te Tai Tonga Rahui Katene s head breaks off collapses as rubble as she reads a newspaper headline referring to her statement that the aftermath of the earthquake has demonstrated racism and ethnic profiling Two engineers who are examining the damage decide that This can t be repaired it needs to be condemned Rahui Katene says the authorities who kicked a Christchurch family out of a welfare centre that was set up after the earthquake on 4 September should apologise for judging them too early and shaming them publicly Mrs Katene was also concerned about claims that Maori youth were being targeted by police",0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.033618984838497,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.132498352010547,0.396176664469347,0.033618984838497,0.000659195781147001,0.198417930125247,0.165458141067897,0.033618984838497,0.000659195781147001
DCDL-0015627,1.3621103117506,february_people_cathedral_aftershocks_rubble_buildings_september,0.3621103117506,2010-09,Waikato times (Newspaper),"Hawkey, Allan Charles",""Canterbury?" "No - The ACT Party" 17 September 2010","A man reads a newspaper with a headline Aftershocks His wife thinks it refers to the Canterbury earthquake of 4th September but it actually refers to the implosion of the ACT Party",0.3621103117506,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.24220623501199,0.00239808153477218,0.3621103117506,0.00239808153477218
DCDL-0015640,11.9010494752624,mayor_bob_parker_mp_local_february_special_anderton,0.901049475262369,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Chch Mayoralty. Wigram MP.","Shows Jim Anderton who is MP for Wigram and is standing for Mayor of Christchurch in the 9 October local body elections Anderton stretches as he tries to keep a foothold in both roles shown metaphorically as a large crack",0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.901049475262369,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0015642,3.46954076850984,aftershocks_people_house_woman_september_couple_disaster,0.469540768509841,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Tremor Strike. Simply guess the magnitude of the next four consecutive aftershocks and WIN BIG! 16 September 2010","A Lotto game called Tremor Strike invites people to Simply guess the magnitude of the next four consecutive aftershocks and WIN BIG Four differently coloured balls each with a tremor magnitude number bounce across the shaking ground Refers to the earthquake of 4th September and the continuing aftershocks Also relates to emergence of so called quake humour",0.000937207122774133,0.000937207122774133,0.469540768509841,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.141518275538894,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.328959700093721,0.000937207122774133,0.000937207122774133
DCDL-0015644,3.520184544406,aftershocks_people_house_woman_september_couple_disaster,0.520184544405998,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Latest NZ Adventure Tourism?... 21 September 2010","In a series of four frames we see ideas for the latest in NZ Adventure tourism They show Ride the twisters Dodge the masonry Survive the snow dumps and brown water punting The cartoons employ quake humour to refer to the wild spring weather and the Canterbury earthquake of 4th September",0.231833910034602,0.00115340253748558,0.520184544405998,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0015664,5.73561811505508,february_south_pike_river_zealand_island_news_september,0.73561811505508,2010-09,Southland times (Newspaper),"Winter, Mark","Was it something we said? 23 September 2010","A weather map of New Zealand is shown beset with dreadful weather conditions that include cyclones and lightning strikes there is also earthquake activity around the Canterbury region Text reads Was it something we said Refers to the Canterbury earthquake of 4th September 2010 and the spring storms with wind rain and snow in recent weeks",0.00122399020807834,0.00122399020807834,0.123623011015912,0.00122399020807834,0.73561811505508,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.0624235006119951,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0015674,2.35006973500697,city_council_community_reports_chief_executive_government_public,0.350069735006973,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Evans, Malcolm Paul","NZ to import dung beetles to process organic waste. 24 September 2010","A man reads a newspaper report about dung beetles being imported to process organic waste In the second frame someone in one of a row of three portaloos wonders whether dung beetles would be better at it than the Council Refers to the need for portaloos in the Canterbury region after the 4th September earthquake that damaged much plumbing infrastructure",0.00139470013947001,0.350069735006973,0.0711297071129707,0.210599721059972,0.350069735006973,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0015710,7.98154555940023,eqc_work_rebuild_commission_heading_ian_homes,0.981545559400231,2010-09,Timaru herald (Newspaper),"Evans, Malcolm Paul",""We still haven't seen an assessor!" "And that's with the extra hour they've hand since daylight saving kicked in!" 29 September 2010","A man complains about not having seen an assessor even with the extra hour they have had since daylight savings started He stands with a friend outside his house which has a crack running through it and a collapsed garden wall Refers to the heavy weight of work on assessors after the Canterbury earthquake of 4th September 2010",0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.981545559400231,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0015710A,7.98154555940023,eqc_work_rebuild_commission_heading_ian_homes,0.981545559400231,2010-09,Press (Christchurch, N.Z.) (Newspaper),"Evans, Malcolm Paul",""We still haven't seen an assessor!" "And that's with the extra hour they've hand since daylight saving kicked in!" 29 September 2010","A man complains about not having seen an assessor even with the extra hour they have had since daylight savings started He stands with a friend outside his house which has a crack running through it and a collapsed garden wall Refers to the heavy weight of work on assessors after the Canterbury earthquake of 4th September 2010",0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.981545559400231,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
