identifier,text
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.2,δοκέω δέ ἐγώ οὐδός ὄνομα οὗτος σύμπας πω ἔχω ἀλλά ὁ μέν πρό ἕλληνος ὁ δευκαλίωνος καί πάνυ οὐδός εἰμί ὁ ἐπίκλησις οὗτος κατά ἔθνος δέ ἄλλος τε καί ὁ πελασγικὸν ἐπί πλεῖστος ἀφ ἑαυτοῦ ὁ ἐπωνυμία παρέχω ἕλληνος δέ καί ὁ παῖς αὐτός εἰς ὁ φθιώτιδι ἰσχύω καί ἐπάγω αὐτός ἐπ ὠφέλεια εἰς ὁ ἄλλος πολύς καθ ἕκαστος μέν ἦδος ὁ ὁμιλία μᾶλλον καλέω ἕλληνας οὐ μέντοι πολύς γε χρόνος δύναμαι καί ἅπας ἐκνικάω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.3,τεκμηριόω δέ μάλιστα ὅμηρος πολύς γάρ ὕστερος ἔτι καί ὁ τρωικῶν γίγνομαι οὐδαμοῦ ὁ σύμπας ὀνομάζω οὐδ ἄλλος ἤ ὁ μετ ἀχιλλέως ἐκ ὁ φθιώτιδος ὁ καί πρότερος ἕλληνες εἰμί δαναοὺς δέ εἰς ὁ ἔπος καί ἀργείους καί ἀχαιοὺς ἀνακαλέω οὐ μείς οὐδός βάρβαρος ἐρῶ διά ὁ μηδέ ἕλληνάς πω ὡς ἐγώ δοκέω ἀντίπαλος εἰς ἵημι ὄνομα ἀποκρίνω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.3.4,ὁ δ οὖν ὡς ἕκαστος ἕλληνες κατά πολύς τε ὅσος ἀλλήλων συνίημι καί σύμπας ὕστερος καλέω οὐδείς πρό ὁ τρωικῶν δι ἀσθένεια καί ἀμιξία ἀλλήλων ἀθρόος πράσσω ἀλλά καί οὗτος ὁ στρατεία θάλασσα ἦδος πλέω χράω συνεξέρχομαι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.4.1,μίνως γάρ παλαιός ὅς ἀκοή οἶδα ναυτικός κτάομαι καί ὁ νῦν ἑλληνικός θάλασσα ἐπί πλεῖστος κρατέω καί ὁ κυκλάς νῆσος ἄρχω τε καί οἰκιστής πρότερος ὁ πλεῖστος γίγνομαι κᾶρας ἐξελαύνω καί ὁ ἑαυτοῦ παῖς ἡγεμών ἐγκαθίστημι ὁ τε λῃστικός ὡς ἔοικα καθαιρέω ἐκ ὁ θάλασσα ἐφ ὅσος δύναμαι ὁ ὁ πρόσοδος μᾶλλον εἶμι αὐτός
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.1,ὁ γάρ ἕλληνες ὁ πάλλω καί ὁ βάρβαρος ὁ τε εἰς ὁ ἤπειρος παραθαλάσσιος καί ὅσος νῆσος ἔχω ἐπεί ἄρχω μᾶλλον περαιόω ναῦς ἐπ ἀλλήλων τρέπω πρός λῃστεία ἡγέομαι ἀνήρ οὐ ὁ ἀδύνατος κέρδος ὁ σφέτερος αὐτός ἕνεκα καί ὁ ἀσθενής τροφή καί προσπίτνω πολύς ἀτείχιστος καί κατά κώμη οἰκουμένη ἁρπάζω καί ὁ πλεῖστος ὁ βίος ἐντεῦθεν ποιέω οὐ ἔχω πω αἰσχύνω οὗτος ὁ ἔργον φέρω δέ τις καί δόξα μᾶλλον
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.2,δηλοῦσι δέ ὁ τε ἠπειρώτης τις ἔτι καί νῦν ὅς κόσμος καλός οὗτος δράω καί ὁ παλαιός ὁ ποιητής ὁ πύστις ὁ καταπλέω πανταχοῦ ὅμοιος ἐρωτάω εἰ ληιστός εἰμί ὡς οὔτε ὅς πυνθάνομαι ἀπαξιόω ὁ ἔργον ὅς τε ἐπιμελής εἰμί οἶδα οὐ ὀνειδίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.5.3,ληίζομαι δέ καί κατ ἤπειρος ἀλλήλων καί μέχρι ὅδε πολύς ὁ ἑλλάδος ὁ παλαιός τρόπος νέμω περί τε λοκροὺς ὁ ὀζόλας καί αἰτωλοὺς καί ἀκαρνᾶνας καί ὁ οὗτος ἤπειρος ὁ τε σιδηροφορέω οὗτος ὁ ἠπειρώτης ἀπό ὁ παλαιός λῃστεία ἐμμένω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.1,πᾶς γάρ ὁ ἑλλά σιδηροφορέω διά ὁ ἄφρακτος τε οἰκέω καί οὐ ἀσφαλής παρ ἀλλήλων ἔφοδος καί σύν-ἠθέω ὁ δίαιτα μεθ ὅπλον ποιέω ὥσπερ ὁ βάρβαρος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.2,σημεῖον δ εἰμί οὗτος ὁ ἑλλάδος ἔτι οὕτως νέμω ὁ ποτέ καί εἰς πᾶς ὅμοιος διαίτημα
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.3,εἰς ὁ πρότερος δέ ἀθηναῖοι ὁ τε σίδηρος κατατίθημι καί ἀνίημι ὁ δίαιτα εἰς ὁ τρυφερός μεθίστημι καί ὁ πρέσβυς αὐτός ὁ εὐδαίμων διά ὁ ἁβροδίαιτος οὐ πολύς χρόνος ἐπεί χιτών τε λίνεος παύω φορέω καί χρύσεος τέττιξ ἐνείρω κρωβύλος ἀναδέω ὁ εἰς ὁ κεφαλή τριχόω ἀφ ἕ καί ἰώνων ὁ πρέσβυς κατά ὁ συγγενής ἐπί πολύς οὗτος ὁ σκευή κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.4,μέτριος δ αὖ ἐσθής καί εἰς ὁ νῦν τρόπος πρότερος λακεδαιμόνιοι χράω καί εἰς ὁ ἄλλος πρός ὁ πολύς ὁ ὁ μέγας κτάομαι ἰσοδίαιτος μάλιστα καθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.5,γυμνόω τε πρότερος καί εἰς ὁ φανερός ἀποδύω λιπάω μετά ὁ γυμνάζω ἀλείφω ὁ δέ πάλλω καί εἰς ὁ ὀλυμπικῷ ἀγών διάζωμα ἔχω περί ὁ αἰδοῖος ὁ ἀθλητής ἀγωνίζομαι καί οὐ πολύς ἔτος ἐπεί παύω ἔτι δέ καί εἰς ὁ βάρβαρος εἰμί ὅς νῦν καί μάλιστα ὁ ἀσιανοῖς πυγμή καί παλέω ἆθλον τίθημι καί διαζάω οὗτος δράω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.6.6,πολύς δ ἐάν καί ἄλλος τις ἀποδείκνυμι ὁ παλαιός ἑλληνικός ὁμοιότροπος ὁ νῦν βαρβαρικός διαιτάω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.7.1,ὁ δέ πολύς ὅσος μέν νέος οἰκίζω καί ἦδος πλώιμος εἰμί περιουσία μᾶλλον ἔχω χρῆμα ἐπ αὐτός ὁ αἰγιαλός τεῖχος κτίζω καί ὁ ἰσθμός ἀπολαμβάνω ἐμπορία τε ἕνεκα καί ὁ πρός ὁ πρόσοικος ἕκαστος ἰσχύς ὁ δέ παλαιός διά ὁ λῃστεία ἐπί πολύς ἀντί-ἴσχω ἀπό θάλασσα μᾶλλον οἰκίζω ὁ τε εἰς ὁ νῆσος καί εἰς ὁ ἤπειρος φέρω γάρ ἀλλήλων τε καί ὁ ἄλλος ὅσος εἰμί οὐ θαλάσσιος κατόω οἰκέω καί μέχρι ὅδε ἔτι ἀνοικίζω εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.1,καί οὐ ἥσσων ληιστής εἰμί ὁ νησιώτης κᾶρές τε εἰμί καί φοῖνιξ οὗτος γάρ δή ὁ πλεῖστος ὁ νῆσος οἰκέω μαρτύριον δέ βούλομαι γάρ καθαίρω ὑπό ἀθηναίων εἰς ὅδε ὁ πόλεμος καί ὁ θήκη ἀναιρέω ὅσος εἰμί ὁ θνήσκω εἰς ὁ νῆσος ὑπέρ ἥμισυς κᾶρες φαίνω γιγνώσκω ὁ τε σκευάζω ὁ ὅπλον συνθάπτω καί ὁ τρόπος ὅς νῦν ἔτι θάπτω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.2,καθίστημι δέ ὁ μίνω ναυτικός πλώιμος γίγνομαι παρ ἀλλήλων ὁ γάρ ἐκ ὁ νῆσος κακοῦργος ἀνίστημι ὑπ αὐτός ὅτε καί ὁ πολύς αὐτός κατοικίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.3,καί ὁ πηρός θάλασσα ἄνθρωπος μᾶλλον ἦδος ὁ κτάομαι ὁ χρῆμα ποιέω βέβαιος οἰκέω καί τις καί τεῖχος περιβάλλω ὡς πλούσιος ἑαυτοῦ γίγνομαι ἐφίημι γάρ ὁ κέρδος ὁ τε ἥσσων ὑπομένω ὁ ὁ κρείσσων δουλεία ὁ τε δυνατός περιουσία ἔχω προσποιέω ὑπήκοος ὁ ἐλάσσων πολύς
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.8.4,καί εἰς οὗτος ὁ τρόπος μᾶλλον ἦδος εἰμί ὕστερος χρόνος ἐπί τροίαν στρατεύω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.1,ἀγαμέμνων τε ἐγώ δοκέω ὁ τότε δύναμις προέχω καί οὐ τοσοῦτος ὁ τυνδάρεω ὅρκος καταλαμβάνω ὁ ἑλένη μνηστήρ ἄγω ὁ στόλος ἀγείρω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.2,λέγω δέ καί ὁ ὁ σαφής πελοποννησίων μνήμη πηρός ὁ πρότερος δέχομαι πέλοπά τε πρότερος πλῆθος χρῆμα ὁ ἔρχομαι ἐκ ὁ ἄσιος ἔχω εἰς ἄνθρωπος ἄπορος δύναμις περιποιέω ὁ ἐπωνυμία ὁ χώρα ἔπηλυς εἰμί ὁμόω ἔχω καί ὕστερος ὁ ἔκγονος ἔτι μέγας συμφέρω εὐρυσθέως μέν εἰς ὁ ἀττικῇ ὑπό ἡρακλειδῶν ἀποθνήσκω ἀτρέως δέ μήτηρ ἀδελφός εἰμί αὐτός καί ἐπιτρέπω εὐρυσθέως ὅτ στρατεύω μυκήνας τε καί ὁ ἀρχή κατά ὁ οἰκέω ἀτρεῖ τυγχάνω δέ αὐτός φεύγω ὁ πατήρ διά ὁ χρυσίππου θάνατος καί ὡς οὐκέτι ἀναχωρέω εὐρυσθεύς βούλομαι καί ὁ μυκηναίων φόβος ὁ ἡρακλειδῶν καί ἅμα δυνατός δοκέω εἰμί καί ὁ πλῆθος θεραπεύω ὁ μυκηναίων τε καί ὅσος εὐρυσθεὺς ἄρχω ὁ βασιλεία ἀτρέα παραλαμβάνω καί ὁ περσειδῶν ὁ πελοπίδας μέγας καθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.3,ὁ ἐγώ δοκέω ἀγαμέμνων παραλαμβάνω καί ναυτικός τε ἅμα ἐπί πλέω ὁ ἄλλος ἰσχύω ὁ στρατεία οὐ χάρις ὁ πλέω ἤ φόβος συνάγω ποιέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.9.4,φαίνω γάρ ναῦς τε πλεῖστος αὐτός ἀφικνέομαι καί ἀρκάσι προσπαρέχω ὡς ὅμηρος οὗτος δηλόω εἰ τις ἱκανός τεκμηριόω καί εἰς ὁ σκῆπτρον ἅμα ὁ παράδοσις ἐρῶ αὐτὸνπολλῇσι νῆσος καί ἀργέω πᾶς ἀνάζω ηομ ιλ οὐ ἐάν οὖν νῆσος ἔσσομαι ὁ περιοικίς οὗτος δέ οὐ ἐάν πολύς εἰμί ἠπειρώτης εἰμί κρατέω εἰ μή τις καί ναυτικός ἔχω εἰκάζω δέ χρή καί οὗτος ὁ στρατεία οἷος εἰμί ὁ πρό αὐτός
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.1,καί ὅστις μέν μυκῆναι σμικρός εἰμί ἤ εἰ τις ὁ τότε πόλισμα νῦν μή ἀξιόχρεως δοκέω εἰμί οὐ ἀκριβής ἐάν τις σημεῖον χράω ἀπιστέω μή γίγνομαι ὁ στόλος τοσοῦτος ὅσος ὁ τε ποιητής ἐρῶ καί ὁ λόγος κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.2,λακεδαιμονίων γάρ εἰ ὁ πόλις ἐρημόω λείπω δέ ὁ τε ἱερός καί ὁ κατασκευή ὁ ἔδαφος πολύς ἐάν οἴομαι ἀπιστία ὁ δύναμις προέρχομαι πολύς χρόνος ὁ ἔπειτα πρός ὁ κλέος αὐτός εἰμί καίτοι πελοποννήσου ὁ πέντε ὁ δύο μοῖρα νέμω ὁ τε σύμπας ἡγέομαι καί ὁ ἔσσομαι σύμμαχος πολύς ὁμόω δέ οὔτε συνοικίζω πόλις οὔτε ἱερός καί κατασκευή πολυτελής χράω κατά κώμη δέ ὁ παλαιός ὁ ἑλλάδος τρόπος οἰκίζω φαίνοιτ ἐάν ὑποδεής ἀθηναίων δέ ὁ αὐτός οὗτος πάσχω διπλάσιος ἐάν ὁ δύναμις εἰκάζω ἀπό ὁ φανερός ὄψις ὁ πόλις ἤ εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.3,οὔκουν ἀπιστέω ἔοικα οὐδός ὁ ὄψις ὁ πολύς μᾶλλον σκοπέω ἤ ὁ δύναμις νομίζω δέ ὁ στρατεία ἐκεῖνος μέγας μέν γίγνομαι ὁ πρό ἑαυτοῦ λείπω δέ ὁ νῦν ὁ ὅμηρος αὖ ποιέω εἰ τις χρή ἐνταῦθα πιστεύω ὅς ἔοικα ἐπί ὁ μέγας μέν ποιητής εἰμί κοσμέω ὁμόω δέ φαίνω καί οὕτως ἐνδεής
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.4,ποιέω γάρ χίλιος καί διακόσιοι ναῦς ὁ μέν βοιωτῶν εἴκοσι καί ἑκατόν ἀνήρ ὁ δέ φιλοκτήτου πεντήκοντα δηλόω ὡς ἐγώ δοκέω ὁ μέγας καί ἐλάχιστος ἄλλος γοῦν μέγεθος περί εἰς ναῦς κατάλογος οὐ μιμνήσκω αὐτερέτης δέ ὅστις εἰμί καί μάχιμος πᾶς εἰς ὁ φιλοκτήτου ναῦς δηλόω τοξότης γάρ πᾶς ποιέω ὁ πρόσκωπος περίνεως δέ οὐ ἔοικα πολύς συμπλέω ἔσσομαι ὁ βασιλεύς καί ὁ μάλιστα εἰς τέλος ἄλλος τε καί μέλλω πέλαγος περαιόω μετά σκεῦος πολεμικός οὐδ αὖ ὁ πλοῖον κατάφρακτος ἔχω ἀλλά ὁ παλαιός τρόπος λῃστικός παρασκευάζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.10.5,πρός ὁ μέγας δ οὖν καί ἐλάχιστος ναῦς ὁ μέσος σκοπέω οὐ πολύς φαίνω ἔρχομαι ὡς ἀπό πᾶς ὁ ἑλλάδος κοινός πέμπω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.1,αἴτιος δ εἰμί οὐ ὁ ὀλιγανθρωπία τοσοῦτος ὅσος ὁ ἀχρηματία ὁ γάρ τροφή ἀπορία ὁ τε στρατός ἐλάσσων ἄγω καί ὅσος ἐλπίζω αὐτόθεν πολεμέω βιοτεύω ἐπεί δέ ἀφικνέομαι μάχη κρατέω δῆλος δέ ὁ γάρ ἔρυμα ὁ στρατόπεδον οὐ ἐάν τειχίζω φαίνω δ οὐδ ἐνταῦθα πᾶς ὁ δύναμις χράω ἀλλά πρός γεωργία ὁ χερσόνησος τρέπω καί λῃστεία ὁ τροφή ἀπορία ὅς καί μᾶλλον ὁ τρῶες αὐτός διασπείρω ὁ δέκα ἔτος ἀντέχω βία ὁ ἀεί ὑπολείπω ἀντίπαλος εἰμί
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.11.2,περιουσία δέ εἰ ἔρχομαι ἔχω τροφή καί εἰμί ἀθρόος ἄνω λῃστεία καί γεωργία συνεχής ὁ πόλεμος διαφέρω ῥᾳδίως ἐάν μάχη κρατέω αἱρέω ὁ γε καί οὐ ἀθρόος ἀλλά μέρος ὁ ἀεί πάρειμι ἀντέχω πολιορκία δ ἐάν προσκαθέζομαι εἰς ἐλάσσων τε χρόνος καί ἄπονος ὁ τροίαν αἱρέω ἀλλά δι ἀχρηματία ὁ τε πρό οὗτος ἀσθενής εἰμί καί αὐτός γε δή οὗτος ὀνομαστός ὁ πρίν γίγνομαι δηλοῦται ὁ ἔργον ὑποδεής εἰμί ὁ φῆμις καί ὁ νῦν περί αὐτός διά ὁ ποιητής λόγος κατέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.1,ἐπεί καί μετά ὁ τρωικὰ ὁ ἑλλά ἔτι μετανίστημι τε καί κατοικίζω ὥστε μή ἡσυχάζω αὐξάνω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.2,ὁ τε γάρ ἀναχώρησις ὁ ἑλλήνων ἐκ ἰλίου χρόνιος γίγνομαι πολύς νεοχμόω καί ἵστημι εἰς ὁ πολύς ὡς ἐπί πολύς γίγνομαι ἀφ ὅς ἐκπίτνω ὁ πολύς κτίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.3,βοιωτοί τε γάρ ὁ νῦν ἑξηκοστός ἔτος μετά ἰλίου ἅλωσις ἐκ ἄρνης ἀνίστημι ὑπό θεσσαλῶν ὁ νῦν μέν βοιωτίαν πρότερος δέ καδμηίδα γαῖα καλέω οἰκίζω εἰμί δέ αὐτός καί ἀποδασμός πρότερος εἰς ὁ γῆ οὗτος ἀφ ὅς καί εἰς ἴλιον στρατεύω δωρίζω τε ὀγδοηκοστός ἔτος σύν ἡρακλείδαις πελοπόννησον ἔχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.12.4,μόλις τε εἰς πολύς χρόνος ἡσυχάζω ὁ ἑλλά βέβαιος καί οὐκέτι ἀνίστημι ἀποικία ἐκπέμπω καί ἴωνας μέν ἀθηναῖοι καί νησιώτης ὁ πολύς οἰκίζω ἰταλίας δέ καί σικελίας ὁ πλεῖστος πελοποννήσιοι ὁ τε ἄλλος ἑλλάδος εἰμί ὁ χωρίον πᾶς δέ οὗτος ὕστερος ὁ τρωικῶν κτίζω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.1,δυνατός δέ γίγνομαι ὁ ἑλλάδος καί ὁ χρῆμα ὁ κτάομαι ἔτι μᾶλλον ἤ πρότερος ποιέω ὁ πολύς τυραννίς εἰς ὁ πολύς καθίστημι ὁ πρόσοδος μέγας γίγνομαι πρότερος δέ εἰμί ἐπί ῥητός γέρας πατρικός βασιλεία ναυτικός τε ἐξαρτύω ὁ ἑλλά καί ὁ θάλασσα μᾶλλον ἀντέχω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.2,πρότερος δέ κορίνθιοι λέγω ἐγγύς ὁ νῦν τρόπος μεταχειρίζω ὁ περί ὁ ναῦς καί τριήρης εἰς κορίνθῳ πρότερος ὁ ἑλλάδος ναυπηγέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.3,φαίνω δέ καί σάμος ἀμεινοκλῆς κορίνθιος ναυπηγός ναῦς ποιέω τέσσαρες ἔτος δ εἰμί μάλιστα τριακόσιοι εἰς ὁ τελευτή ὅδε ὁ πόλεμος ὅτε ἀμεινοκλῆς σάμος ἔρχομαι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.4,ναυμαχία τε παλαιός ὅς οἶδα γίγνομαι κορινθίων πρός κερκυραίους ἔτος δέ μάλιστα καί οὗτος ἑξήκοντα καί διακόσιοι εἰμί μέχρι ὁ αὐτός χρόνος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.5,οἰκέω γάρ ὁ πόλις ὁ κορίνθιοι ἐπί ὁ ἰσθμός ἀεί δή ποτέ ἐμπόριος ἔχω ὁ ἑλλήνων ὁ πάλλω κατά γαῖα ὁ πλέω ἤ κατά θάλασσα ὁ τε ἐντός πελοποννήσου καί ὁ ἔσσομαι διά ὁ ἐκεῖνος παρ ἀλλήλων ἐπιμίγνυμι χρῆμα τε δυνατός εἰμί ὡς καί ὁ παλαιός ποιητής δηλόω ἀφνειός γάρ ἐπονομάζω ὁ χωρέω ἐπεί τε ὁ ἕλληνες μᾶλλον πλωίζω ὁ ναῦς κτάομαι ὁ λῃστικός καθαιρέω καί ἐμπόριος παρέχω ἀμφότερος δυνατός ἔχω χρῆμα πρόσοδος ὁ πόλις
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.13.6,καί εἰμί ὕστερος πολύς γίγνομαι ναυτικός ἐπί κυρέω πέρθω πρότερος βασιλεύω καί καμβύσου ὁ υἱός αὐτός ὁ τε καθ ἑαυτοῦ θάλασσα κύρῳ πολεμέω κρατέω τις χρόνος καί πολυκρατέω σάμου τυραννεύω ἐπί καμβύσου ναυτικός ἰσχύς ἄλλος τε ὁ νῆσος ὑπήκοος ποιέω καί ῥαίνω αἱρέω ἀνέθηκε ὁ ἀπόλλωνι ὁ δηλίῳ φωκαῆς τε μασσαλίαν οἰκίζω καρχηδονίους νικάω ναυμαχέω
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.1,δυνατός γάρ οὗτος ὁ ναυτικός εἰμί φαίνω δέ καί οὗτος πολύς γενεά ὕστερον γίγνομαι ὁ τρωικῶν τριήρης μέν ὀλίγος χράω πεντηκόντορος δ ἔτι καί πλοῖον μακρός ἐξαρτύω ὥσπερ ἐκεῖνος
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.2,ὀλίγος τε πρό ὁ μηδικός καί ὁ δαρείου θάνατος ὅς μετά καμβύσην πέρθω βασιλεύω τριήρης περί τε σικελίαν ὁ τύραννος εἰς πλῆθος γίγνομαι καί κερκυραίοις οὗτος γάρ τελευταῖος πρό ὁ ξέρξου στρατεία ναυτικός ἀξιόλογος εἰς ὁ ἑλλάδι καθίστημι
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.14.3,αἰγινῆται γάρ καί ἀθηναῖοι καί εἰ τις ἄλλος βραχύς κτάομαι καί οὗτος ὁ πολύς πεντηκόντορος ὀψέ τε ἀφ ἕ ἀθηναίους θεμιστοκλῆς πείθω αἰγινήταις πολεμέω καί ἅμα ὁ βάρβαρος προσδόκιμος εἰμί ὁ ναῦς ποιέω ὅς καί ναυμαχέω καί οὗτος οὔπω ἔχω διά πᾶς κατάστρωμα
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1.15.1,ὁ μέν οὖν ναυτικός ὁ ἑλλήνων τοιοῦτος εἰμί ὁ τε παλαιός καί ὁ ὕστερος γίγνομαι ἰσχύς δέ περιποιέω ὁμόω οὐ ἐλάχιστος ὁ προσέχω αὐτός χρῆμα τε πρόσοδος καί ἄλλος ἀρχή ἐπιπλέω γάρ ὁ νῆσος καταστρέφω καί μάλιστα ὅσος μή διαρκής ἔχω χώρα
