identifier,text
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.10.3,we have therefore no right to be skeptical nor to content ourselves with an inspection of a town to the exclusion of a consideration of its power but we may safely conclude that the armament in question surpassed all before it as it fell short of modern efforts if we can here also accept the testimony of homer s poems in which without allowing for the exaggeration which a poet would feel himself licensed to employ we can see that it was far from equalling ours
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.10.4,he has represented it as consisting of twelve hundred vessels the boeotian complement of each ship being a hundred and twenty men that of the ships of philoctetes fifty by this i conceive he meant to convey the maximum and the minimum complement at any rate he does not specify the amount of any others in his catalogue of the ships that they were all rowers as well as warriors we see from his account of the ships of philoctetes in which all the men at the oar are bowmen now it is improbable that many supernumeraries sailed if we except the kings and high officers especially as they had to cross the open sea with munitions of war in ships moreover that had no decks but were equipped in the old piratical fashion
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.10.5,so that if we strike the average of the largest and smallest ships the number of those who sailed will appear inconsiderable representing as they did the whole force of hellas
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.11.1,and this was due not so much to scarcity of men as of money difficulty of subsistence made the invaders reduce the numbers of the army to a point at which it might live on the country during the prosecution of the war even after the victory they obtained on their arrival and a victory there must have been or the fortifications of the naval camp could never have been built there is no indication of their whole force having been employed on the contrary they seem to have turned to cultivation of the chersonese and to piracy from want of supplies this was what really enabled the trojans to keep the field for ten years against them the dispersion of the enemy making them always a match for the detachment left behind
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.11.2,if they had brought plenty of supplies with them and had persevered in the war without scattering for piracy and agriculture they would have easily defeated the trojans in the field since they could hold their own against them with the division on service in short if they had stuck to the siege the capture of troy would have cost them less time and less trouble but as want of money proved the weakness of earlier expeditions so from the same cause even the one in question more famous than its predecessors may be pronounced on the evidence of what it effected to have been inferior to its renown and to the current opinion about it formed under the tuition of the poets
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.12.1,even after the trojan war hellas was still engaged in removing and settling and thus could not attain to the quiet which must precede growth
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.12.2,the late return of the hellenes from ilium caused many revolutions and factions ensued almost everywhere and it was the citizens thus driven into exile who founded the cities
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.12.3,sixty years after the capture of ilium the modern boeotians were driven out of arne by the thessalians and settled in the present boeotia the former cadmeis though there was a division of them there before some of whom joined the expedition to ilium twenty years later the dorians and the heraclids became masters of peloponnese so that much had to be done
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.12.4,and many years had to elapse before hellas could attain to a durable tranquillity undisturbed by removals and could begin to send out colonies as athens did to ionia and most of the islands and the peloponnesians to most of italy and sicily and some places in the rest of hellas all these places were founded subsequently to the war with troy
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.1,but as the power of hellas grew and the acquisition of wealth became more an object the revenues of the states increasing tyrannies were by their means established almost everywhere the old form of government being hereditary monarchy with definite prerogatives and hellas began to fit out fleets and apply herself more closely to the sea
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.2,it is said that the corinthians were the first to approach the modern style of naval architecture and that corinth was the first place in hellas where galleys were built
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.3,and we have ameinocles a corinthian shipwright making four ships for the samians dating from the end of this war it is nearly three hundred years ago that ameinocles went to samos
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.4,again the earliest seafight in history was between the corinthians and corcyraeans this was about two hundred and sixty years ago dating from the same time
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.5,planted on an isthmus corinth had from time out of mind been a commercial emporium as formerly almost all communication between the hellenes within and without peloponnese was carried on overland and the corinthian territory was the highway through which it travelled she had consequently great money resources as is shown by the epithet wealthy bestowed by the old poets on the place and this enabled her when traffic by sea became more common to procure her navy and put down piracy and as she could offer a mart for both branches of the trade she acquired for herself all the power which a large revenue affords
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.13.6,subsequently the ionians attained to great naval strength in the reign of cyrus the first king of the persians and of his son cambyses and while they were at war with the former commanded for a while the ionian sea polycrates also the tyrant of samos had a powerful navy in the reign of cambyses with which he reduced many of the islands and among them rhenea which he consecrated to the delian apollo about this time also the phocaeans while they were founding marseilles defeated the carthaginians in a seafight
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.14.1,these were the most powerful navies and even these although so many generations had elapsed since the trojan war seem to have been principally composed of the old fiftyoars and longboats and to have counted few galleys among their ranks
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.14.2,indeed it was only shortly before the persian war and the death of darius the successor of cambyses that the sicilian tyrants and the corcyraeans acquired any large number of galleys for after these there were no navies of any account in hellas till the expedition of xerxes
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.14.3,aegina athens and others may have possessed a few vessels but they were principally fiftyoars it was quite at the end of this period that the war with aegina and the prospect of the barbarian invasion enabled themistocles to persuade the athenians to build the fleet with which they fought at salamis and even these vessels had not complete decks
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.15.1,the navies then of the hellenes during the period we have traversed were what i have described all their insignificance did not prevent their being an element of the greatest power to those who cultivated them alike in revenue and in dominion they were the means by which the islands were reached and reduced those of the smallest area falling the easiest prey
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.15.2,wars by land there were none none at least by which power was acquired we have the usual border contests but of distant expeditions with conquest for object we hear nothing among the hellenes there was no union of subject cities round a great state no spontaneous combination of equals for confederate expeditions what fighting there was consisted merely of local warfare between rival neighbors
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.15.3,the nearest approach to a coalition took place in the old war between chalcis and eretria this was a quarrel in which the rest of the hellenic name did to some extent take sides
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.16.1,various too were the obstacles which the national growth encountered in various localities the power of the ionians was advancing with rapid strides when it came into collision with persia under king cyrus who after having dethroned croesus and overrun everything between the halys and the sea stopped not till he had reduced the cities of the coast the islands being only left to be subdued by darius and the phoenician navy
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.17.1,again wherever there were tyrants their habit of providing simply for themselves of looking solely to their personal comfort and family aggrandizement made safety the great aim of their policy and prevented anything great proceeding from them though they would each have their affairs with their immediate neighbors all this is only true of the mother country for in sicily they attained to very great power thus for a long time everywhere in hellas do we find causes which make the states alike incapable of combination for great and national ends or of any vigorous action of their own
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.18.1,but at last a time came when the tyrants of athens and the far older tyrannies of the rest of hellas were with the exception of those in sicily once and for all put down by lacedaemon for this city though after the settlement of the dorians its present inhabitants it suffered from factions for an unparalleled length of time still at a very early period obtained good laws and enjoyed a freedom from tyrants which was unbroken it has possessed the same form of government for more than four hundred years reckoning to the end of the late war and has thus been in a position to arrange the affairs of the other states not many years after the deposition of the tyrants the battle of marathon was fought between the medes and the athenians
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.18.2,ten years afterwards the barbarian returned with the armada for the subjugation of hellas in the face of this great danger the command of the confederate hellenes was assumed by the lacedaemonians in virtue of their superior power and the athenians having made up their minds to abandon their city broke up their homes threw themselves into their ships and became a naval people this coalition after repulsing the barbarian soon afterwards split into two sections which included the hellenes who had revolted from the king as well as those who had aided him in the war at the head of the one stood athens at the head of the other lacedaemon one the first naval the other the first military power in hellas
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.18.3,for a short time the league held together till the lacedaemonians and athenians quarrelled and made war upon each other with their allies a duel into which all the hellenes sooner or later were drawn though some might at first remain neutral so that the whole period from the median war to this with some peaceful intervals was spent by each power in war either with its rival or with its own revolted allies and consequently afforded them constant practice in military matters and that experience which is learnt in the school of danger
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.19.1,the policy of lacedaemon was not to exact tribute from her allies but merely to secure their subservience to her interests by establishing oligarchies among them athens on the contrary had by degrees deprived hers of their ships and imposed instead contributions in money on all except chios and lesbos both found their resources for this war separately to exceed the sum of their strength when the alliance flourished intact
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.20.1,having now given the result of my inquiries into early times i grant that there will be a difficulty in believing every particular detail the way that most men deal with traditions even traditions of their own country is to receive them all alike as they are delivered without applying any critical test whatever
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.20.2,the general athenian public fancy that hipparchus was tyrant when he fell by the hands of harmodius and aristogiton not knowing that hippias the eldest of the sons of pisistratus was really supreme and that hipparchus and thessalus were his brothers and that harmodius and aristogiton suspecting on the very day nay at the very moment fixed on for the deed that information had been conveyed to hippias by their accomplices concluded that he had been warned and did not attack him yet not liking to be apprehended and risk their lives for nothing fell upon hipparchus near the temple of the daughters of leos and slew him as he was arranging the panathenaic procession
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.20.3,there are many other unfounded ideas current among the rest of the hellenes even on matters of contemporary history which have not been obscured by time for instance there is the notion that the lacedaemonian kings have two votes each the fact being that they have only one and that there is a company of pitane there being simply no such thing so little pains do the vulgar take in the investigation of truth accepting readily the first story that comes to hand
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.21.1,on the whole however the conclusions i have drawn from the proofs quoted may i believe safely be relied on assuredly they will not be disturbed either by the lays of a poet displaying the exaggeration of his craft or by the compositions of the chroniclers that are attractive at truth s expense the subjects they treat of being out of the reach of evidence and time having robbed most of them of historical value by enthroning them in the region of legend turning from these we can rest satisfied with having proceeded upon the clearest data and having arrived at conclusions as exact as can be expected in matters of such antiquity
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.21.2,to come to this war despite the known disposition of the actors in a struggle to overrate its importance and when it is over to return to their admiration of earlier events yet an examination of the facts will show that it was much greater than the wars which preceded it
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.22.1,with reference to the speeches in this history some were delivered before the war began others while it was going on some i heard myself others i got from various quarters it was in all cases difficult to carry them word for word in one s memory so my habit has been to make the speakers say what was in my opinion demanded of them by the various occasions of course adhering as closely as possible to the general sense of what they really said
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.22.2,and with reference to the narrative of events far from permitting myself to derive it from the first source that came to hand i did not even trust my own impressions but it rests partly on what i saw myself partly on what others saw for me the accuracy of the report being always tried by the most severe and detailed tests possible
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.22.3,my conclusions have cost me some labour from the want of coincidence between accounts of the same occurrences by different eyewitnesses arising sometimes from imperfect memory sometimes from undue partiality for one side or the other
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.22.4,the absence of romance in my history will i fear detract somewhat from its interest but if it be judged useful by those inquirers who desire an exact knowledge of the past as an aid to the interpretation of the future which in the course of human things must resemble if it does not reflect it i shall be content in fine i have written my work not as an essay which is to win the applause of the moment but as a possession for all time
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.1,the median war the greatest achievement of past times yet found a speedy decision in two actions by sea and two by land the peloponnesian war was prolonged to an immense length and long as it was it was short without parallel for the misfortunes that it brought upon hellas
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.2,never had so many cities been taken and laid desolate here by the barbarians here by the parties contending the old inhabitants being sometimes removed to make room for others never was there so much banishing and bloodshedding now on the field of battle now in the strife of action
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.3,old stories of occurrences handed down by tradition but scantily confirmed by experience suddenly ceased to be incredible there were earthquakes of unparalleled extent and violence eclipses of the sun occurred with a frequency unrecorded in previous history there were great droughts in sundry places and consequent famines and that most calamitous and awfully fatal visitation the plague all this came upon them with the late war
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.4,which was begun by the athenians and peloponnesians by the dissolution of the thirty years truce made after the conquest of euboea
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.5,to the question why they broke the treaty i answer by placing first an account of their grounds of complaint and points of difference that no one may ever have to ask the immediate cause which plunged the hellenes into a war of such magnitude
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.23.6,the real cause i consider to be the one which was formally most kept out of sight the growth of the power of athens and the alarm which this inspired in lacedaemon made war inevitable still it is well to give the grounds alleged by either side which led to the dissolution of the treaty and the breaking out of the war
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.1,the city of epidamnus stands on the right of the entrance of the ionic gulf its vicinity is inhabited by the taulantians an illyrian people
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.2,the place is a colony from corcyra founded by phalius son of eratocleides of the family of the heraclids who had according to ancient usage been summoned for the purpose from corinth the mother country the colonists were joined by some corinthians and others of the dorian race
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.3,now as time went on the city of epidamnus became great and populous
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.4,but falling a prey to factions arising it is said from a war with her neighbors the barbarians she became much enfeebled and lost a considerable amount of her power
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.5,the last act before the war was the expulsion of the nobles by the people the exiled party joined the barbarians and proceeded to plunder those in the city by sea and land
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.6,and the epidamnians finding themselves hard pressed sent ambassadors to corcyra beseeching their mother country not to allow them to perish but to make up matters between them and the exiles and to rid them of the war with the barbarians
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.24.7,the ambassadors seated themselves in the temple of hera as suppliants and made the above requests to the corcyraeans but the corcyraeans refused to accept their supplication and they were dismissed without having effected anything
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.25.1,when the epidamnians found that no help could be expected from corcyra they were in a strait what to do next so they sent to delphi and inquired of the god whether they should deliver their city to the corinthians and endeavor to obtain some assistance from their founders the answer he gave them was to deliver the city and place themselves under corinthian protection
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.25.2,so the epidamnians went to corinth and delivered over the colony in obedience to the commands of the oracle they showed that their founder came from corinth and revealed the answer of the god and they begged them not to allow them to perish but to assist them
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.25.3,this the corinthians consented to do believing the colony to belong as much to themselves as to the corcyraeans they felt it to be a kind of duty to undertake their protection besides they hated the corcyraeans for their contempt of the mother country
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.25.4,instead of meeting with the usual honors accorded to the parent city by every other colony at public assemblies such as precedence at sacrifices corinth found herself treated with contempt by a power which in point of wealth could stand comparison with any even of the richest communities in hellas which possessed great military strength and which sometimes could not repress a pride in the high naval position of an island whose nautical renown dated from the days of its old inhabitants the phaeacians this was one reason of the care that they lavished on their fleet which became very efficient indeed they began the war with a force of a hundred and twenty galleys
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.26.1,all these grievances made corinth eager to send the promised aid to epidamnus advertisement was made for volunteer settlers and a force of ambraciots leucadians and corinthians was despatched
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.26.2,they marched by land to apollonia a corinthian colony the route by sea being avoided from fear of corcyraean interruption
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.26.3,when the corcyraeans heard of the arrival of the settlers and troops in epidamnus and the surrender of the colony to corinth they took fire instantly putting to sea with fiveandtwenty ships which were quickly followed by others they insolently commanded the epidamnians to receive back the banished nobles it must be premised that the epidamnian exiles had come to corcyra and pointing to the sepulchres of their ancestors had appealed to their kindred to restore them and to dismiss the corinthian garrison and settlers
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.26.4,but to all this the epidamnians turned a deaf ear upon this the corcyraeans commenced operations against them with a fleet of forty sail they took with them the exiles with a view to their restoration and also secured the services of the illyrians
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.26.5,sitting down before the city they issued a proclamation to the effect that any of the natives that chose and the foreigners might depart unharmed with the alternative of being treated as enemies on their refusal the corcyraeans proceeded to besiege the city which stands on an isthmus
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.27.1,and the corinthians receiving intelligence of the investment of epidamnus got together an armamentand proclaimed a colony to epidamnus perfect political equality being guaranteed to all who chose to go any who were not prepared to sail at once might by paying down the sum of fifty corinthian drachmae have a share in the colony without leaving corinth great numbers took advantage of this proclamation some being ready to start directly others paying the requisite forfeit
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.27.2,in case of their passage being disputed by the corcyraeans several cities were asked to lend them a convoy megara prepared to accompany them with eight ships pale in cephallonia with four epidaurus furnished five hermione one troezen two leucas ten and ambracia eight the thebans and phliasians were asked for money the eleans for hulls as well while corinth herself furnished thirty ships and three thousand heavy infantry
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.28.1,when the corcyraeans heard of their preparations they came to corinth with envoys from lacedaemon and sicyon whom they persuaded to accompany them and bade her recall the garrison and settlers as she had nothing to do with epidamnus
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.28.2,if however she had any claims to make they were willing to submit the matter to the arbitration of such of the cities in peloponnese as should be chosen by mutual agreement and that the colony should remain with the city to whom the arbitrators might assign it they were also willing to refer the matter to the oracle at delphi
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.28.3,if in defiance of their protestations war was appealed to they should be themselves compelled by this violence to seek friends in quarters where they had no desire to seek them and to make even old ties give way to the necessity of assistance
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.28.4,the answer they got from corinth was that if they would withdraw their fleet and the barbarians from epidamnus negotiation might be possible but while the town was still being besieged going before arbitrators was out of the question
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.28.5,the corcyraeans retorted that if corinth would withdraw her troops from epidamnus they would withdraw theirs or they were ready to let both parties remain in status quo an armistice being concluded till judgment could be given
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.29.1,turning a deaf ear to all these proposals when their ships were manned and their allies had come in the corinthians sent a herald before them to declare war and getting under weigh with seventyfive ships and two thousand heavy infantry sailed for epidamnus to give battle to the corcyraeans
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.29.2,the fleet was under the command of aristeus son of pellichas callicrates son of callias and timanor son of timanthes the troops under that of archetimus son of eurytimus and isarchidas son of isarchus
urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:1.29.3,when they had reached actium in the territory of anactorium at the mouth of the gulf of ambracia where the temple of apollo stands the corcyraeans sent on a herald in a light boat to warn them not to sail against them meanwhile they proceeded to man their ships all of which had been equipped for action the old vessels being undergirded to make them seaworthy
