ID,identifier,PublishingDate,Date (DDMMYYYY),Month,Issued,Publisher,Author,Author (detailed),Title,description,Titel_quake,cera,aftershock,red-zone,liquefaction,Brownlee,BobParker,christchurchANDrebuild,eqc,canterburyANDquake,christchurchANDquake,EQ_Score,Summary_Score
9235,INNZ-9235,20100911,11/09/2010,2010-09,"""11 Sep 2010; p.C23-24""","""Press (Christchurch, N.Z.)""","""Steeman, Marta""","""Marta Steeman""","""Already struggling, some businesses won't survive""","""Concentrates on the economic impact of the 4 Sep 2010 earthquake on the business community, particularly on the Christchurch central business district. Informs that there may be some economic gains in the medium term in the construction and related industries.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
9250,INNZ-9250,20100911,11/09/2010,2010-09,"""11 Sep 2010; sup.p.23""","""Press (Christchurch, N.Z.)""","""Anderson, Vicki""","""Vicki Anderson""","""Shock tactics""","""Talks to Christian Livingstone of the rock quartet about their decision to continue with their upcoming concert despite the recent earthquake, AL's Bar, Christchurch, 16 Sep 2010.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
9471,INNZ-9471,20100918,18/09/2010,2010-09,"""18 Sep 2010; sup.p.8-10""","""Press (Christchurch, N.Z.)""","""Gates, Charlie""","""Charlie Gates""","""Mastering the reel life""","""Talks to the film aficionado and distributor about building his independent cinema business in Christchurch, his tussles with the cinema chain monopolies, and censorship. Reveals who sewed the arthouse theatres' waterfall curtains, affirms the high and low brow tastes of his shows, and mentions his home theatrette. Details the earthquake damage sustained by movie theatres in Christchurch.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
9508,INNZ-9508,20100918,18/09/2010,2010-09,"""18 Sep 2010; p.E3""","""Press (Christchurch, N.Z.)""","""Van Beynen, Martin""","""Martin van Beynen""","""Rebuilding answers lie in the soil""","""Explores the phenomenon of liquefaction. Examines earthquake-damaged houses in Kaiapoi, and a subdivision in Bexley wetlands originally opposed by the Christchurch City Council, which were affected by liquefying soil. Notes international interest by scientists and geotechnical engineers in the effects of the process. Talks to specialists about the susceptibility of soft soil areas, the contribution of this year's high water table, and the success of soil compaction techniques carried out at the new Pegasus Town near Woodend.""",0,0,0,0,1,0,0,0,0,0,1,0.18181818181818182,0.2
9527,INNZ-9527,20100918,18/09/2010,2010-09,"""18 Sep 2010; p.C2""","""New Zealand herald""","""Gaynor, Brian""","""Brian Gaynor""","""Economic lessons from earthquake repairs""","""Looks at the likely impact of the Canterbury earthquake on the NZ economy and overall Gross Domestic Product (GDP) by using the economic situation in Chile after a magnitude 8.8 earthquake struck the southwest of that country on 27 February 2010.""",1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.2
9563,INNZ-9563,20100911,11/09/2010,2010-09,"""11 Sep 2010; p.45-46""","""Otago daily times""","""Price, Mark""","""Mark Price [and others]""","""A tale of two cities""","""Examines the nature of the relationship between the two largest cities in the South Island, taking into account the aftermath of the 4 Sep 2010 earthquake in Christchurch. Seeks views of health professionals, city councillors, civil defence authorities and businesspeople about the often unseen business, social and other interactions between the two cities.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
9931,INNZ-9931,20100912,12/09/2010,2010-09,"""12 Sep 2010; p.C1-5""","""Sunday star times""","""Wall, Tony""","""Tony Wall and Lois Cairns""","""Fractured earth, broken hearts""","""Talks to residents of various Christchurch suburbs, including Brooklands, about the aftermath of the Canterbury earthquake. Briefly discusses using drama as therapy for children traumatised by the earthquake. Portrays the earthquake through the viewpoint of two young girls. Provides a personal narrative about the week after the earthquake and the impact on a poultry farm.""",0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.2
10017,INNZ-10017,20100925,25/09/2010,2010-09,"""25 Sep 2010; v.225 n.3672:p.31""","""Listener (Wellington, N.Z.)""","""MacFie, Rebecca""","""Rebecca Macfie""","""Architectural Alzheimer's?""","""Conveys concern that the restoration or demolition of Christchurch buildings after the Darfield earthquake may erase the city's architectural history. Discusses the main issues in post-earthquake restoration: cost, the decisions of private heritage building owners, and controversy over architectural design. Describes the work of the Christchurch Heritage Trust and its successes with heritage building owners.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
10311,INNZ-10311,20100918,18/09/2010,2010-09,"""18 Sep 2010; p.49,51""","""Otago daily times""","""Price, Mark""","""Mark Price and Kim Dungey""","""Quaking in our boots; Standing up to the test; The last good shake; City stands ready; Built upon the sand; Old timers could get wobbly""","""Focuses on the recent magnitude 7.1 earthquake in Canterbury on 4 Sep 2010. Asks seismologists and others whether the Dunedin and the Otago region are likely to experience an earthquake of a similar magnitude and if so, how prepared the city is to cope. Focuses on civil defence preparations, discusses the possibility of soil liquefaction in low-lying areas and describes the characteristics of earthquake-prone buildings.""",0,0,0,0,1,0,0,0,0,1,0,0.18181818181818182,0.2
10388,INNZ-10388,20100925,25/09/2010,2010-09,"""25 Sep 2010; p.B3""","""Dominion post (Wellington, N.Z.)""","""Dekker, Diana""","""Diana Dekker""","""The ideas man, not the enforcer; Athfield the young rebel now 'that learned go-to guy'""","""Talks to the Christchurch-born veteran architect about his selection by the NZ Institute of Architects to serve as an 'architectural ambassador'. Talks about his decision to donate some of his time over the next six weeks to help his hometown recover from the earthquake. Describes some of the iconic buildings he has created in Wellington and his influence on the capital and NZ.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
10392,INNZ-10392,20100925,25/09/2010,2010-09,"""25 Sep 2010; p.B14""","""Dominion post (Wellington, N.Z.)""","""Schouten, Hank,""","""Hank Schouten""","""Golden opportunity to revitalise Christchurch""","""Focuses on opportunities to revitalise the city centre following the Christchurch earthquake. Sums up a presentation in Wellington by Hamish Doig and Evan Harris of Colliers International Christchurch.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
10457,INNZ-10457,20100925,25/09/2010,2010-09,"""25 Sep 2010; p.C3""","""Press (Christchurch, N.Z.)""","""Anderson, Vicki""","""Vicki Anderson""","""When will the next one hit?""","""Talks to Robert Yates, professor emeritus in geoscience at Oregon State University, about his work and that of other geoscientists to improve the ability to predict earthquakes. Comments on the comparisons between the Canterbury and Haiti earthquakes, and expresses concern for other parts of NZ that have significant geological faults. Includes a map of the Alpine Fault.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
10465,INNZ-10465,20100925,25/09/2010,2010-09,"""25 Sep 2010; p.C6-7""","""Press (Christchurch, N.Z.)""","""Matthews, Philip""","""Philip Matthews""","""The right architect for this job?""","""Asks if the Christchurch-born and raised architect, appointed by Christchurch Mayor Bob Parker as the 'architectural ambassador' for the city, is the most appropriate person for the task of providing advice in the wake of the earthquake. Overviews his career and seeks views of Christchurch architects Peter Beaven and Wellington urban historian Ben Schrader.""",0,0,0,0,0,0,1,0,0,0,1,0.18181818181818182,0.2
10480,INNZ-10480,20100925,25/09/2010,2010-09,"""25 Sep 2010; sup.p.4-6""","""Press (Christchurch, N.Z.)""","""Monahan, Kate""","""Kate Monahan and Kineta Wright""","""The gender test; Life put into perspective""","""Investigates the increasingly popular practice amongst parents to have antenatal ultrasound scanning to ascertain the gender of their unborn child. Talks to several mothers about their experiences, including  situations where the scan incorrectly indicated the gender of their children, and to a mother who prefers not to know her child's gender until it is born. Talks to radiographer Diane Somerville and sonographer Karen Lissington of Hamilton Radiology about the technology they use to determine gender. Seeks comment from University of Waikato psychology professor Jane Ritchie about whether parents are placing gender expectations on babies before they are born. Talks to the mother who was in the midst of giving birth to her daughter during the 4 Sep 2010 earthquake in Canterbury.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
10489,INNZ-10489,20100913,13/09/2010,2010-09,"""13 Sep 2010; v.134 n.5596:p.12-14""","""MG business""","""Hutching, Chris""","""Chris Hutching""","""Quake upstages SCF aftershocks""","""Provides a general report on the impact of the Canterbury earthquake with an emphasis on property in Christchurch. Notes the recent payout to South Canterbury Finance (SFC) investors by the government deposit guarantee scheme. Provides Standard &amp; Poor's Rating Services view on the financial impact of the earthquake.""",1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.3
10540,INNZ-10540,20100913,13/09/2010,2010-09,"""13 Sep 2010; v.134 n.5596:p.15-16""","""MG business""","""""","""""","""Commission absorbs cost shock""","""Looks at how the Earthquake Commission (EQC) will fund the claims from the Canterbury earthquake. Provides information on the claims process for homeowners with earthquake (or aftershock) damaged properties, and the customer assistance bank packages available in the Canterbury region from ASB and ANZ National.""",0,0,1,0,0,0,0,0,1,1,0,0.2727272727272727,0.2
11324,INNZ-11324,20101002,02/10/2010,2010-10,"""2 Oct 2010; p.C6-C7""","""Press (Christchurch, N.Z.)""","""Anderson, Vicki""","""Vicki Anderson""","""The quake files""","""Takes an interesting look at whether there is any connection between whale beachings, unusual animal behaviours, tidal forces, chemtrails, mining and oil drilling and more with earthquakes.""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
11343,INNZ-11343,20101003,03/10/2010,2010-10,"""3 Oct 2010; p.A7""","""Sunday star times""","""Cairns, Lois""","""Lois Cairns""","""The toll of leading a city's recovery""","""Speaks to the Christchurch mayor about his personal and practical response to the Darfield earthquake. Evaluates his odds in the upcoming mayoral election and conveys his changed attitude to politics.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
11521,INNZ-11521,20101002,02/10/2010,2010-10,"""2 Oct 2010; p.B16,B18""","""New Zealand herald""","""Wells, Peter""","""Peter Wells""","""Some terrible obliteration""","""States how a city rebuilds its lost architecture, whether through war or natural disaster, is vital for its future. Compares what happened post-World War II in Europe where the author notes 'citizens of the city were comforted by a return of an architecture they knew and felt affection for' and what NZ's approach has been to the past. Recounts the rebuilding of Napier after the 1931 earthquake was constrained by the desire of the public wanting very strong buildings (reinforced concrete) and without high parapets. Designers had the example of Santa Barbara in California, which was rebuilt after a disastrous earthquake in 1925. Suggest Christchurch is entirely different, noting the destruction is in pockets and both historic and contemporary buildings have been damaged. Asks the question how will these Victorian and Edwardian buildings be rebuilt and asserts that Christchurch should.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
12184,INNZ-12184,20100927,27/09/2010,2010-09,"""27 Sep 2010; v.134 n.5597:p.15-17""","""MG business""","""""","""""","""Special powers in quake response""","""Outlines the Chapman Tripp response to Parliament's passing of the Canterbury Earthquake Response and Recovery Act (CERRA), focusing on the Acts three mechanisms: the Recovery Commission, Orders in Council, and protections from liability for certain acts or omissions. Cautions that implementation of the Act be monitored, given its significant and unusual powers.""",1,0,0,0,0,0,0,0,0,1,0,0.18181818181818182,0.2
12234,INNZ-12234,20100927,27/09/2010,2010-09,"""27 Sep 2010; v.134 n.5597:p.16-18""","""MG business""","""Fletcher, Richard""","""Richard Fletcher""","""Act now, repent at leisure?""","""Ponders the legal consequences for post-earthquake Christchurch residents taking action regarding their property in the face of aftershocks, civil defence emergency requirements, heritage building issues, and other property complications. Questions the effectiveness of Canterbury Earthquake Response and Recovery Act (CERRA), and compares it to previous cover-all legislation, the Public Safety Conservation Act 1932 (PSCA).""",0,0,1,0,0,0,0,0,0,1,1,0.2727272727272727,0.2
12458,INNZ-12458,20101006,06/10/2010,2010-10,"""6 Oct 2010; p.A5""","""Dominion post (Wellington, N.Z.)""","""Ash, Julie""","""Julie Ash""","""Traumatised Gran quits one quake zone for another""","""Traumatised Gran quits one quake zone for another""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
12912,INNZ-12912,20101016,16/10/2010,2010-10,"""16 Oct 2010; p.C1,4-5""","""Press (Christchurch, N.Z.)""","""Moore, Christopher""","""Christopher Moore""","""Lessons learned; Seismic lessons""","""Focuses on the likely effects of the 4 Sep 2010 earthquake on future building design. Talks to civil engineer John Hare, NZ Institute of Architects chairman Jasper van der Lingen and University of Canterbury professor of civil engineering professor Andy Buchanan about earthquake design over the years and lessons learnt from past major earthquakes and the most recent one.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
12919,INNZ-12919,20101023,23/10/2010,2010-10,"""23 Oct 2010; v.226 n.3676""","""Listener (Wellington, N.Z.)""","""MacFie, Rebecca""","""Rebecca MacFie""","""Chance to change""","""Talks to architect Ian Athfield about the opportunity to reinvent Christchurch offered by the Canterbury earthquake. Looks at the pattern of destruction left by the quake, different from that of the 1931 Napier earthquake, and gives Athfield's comments on developing inner-city living, fitting new buildings in among the old, and how buildings and people interact. Discusses the earthquake strengthening work of earthquake engineers which helped save many old buildings, and the economic effects on businesses of the damage. Examines the problems in some Christchurch suburbs affected by liquefaction of the land.""",0,0,0,0,1,0,0,0,0,1,1,0.2727272727272727,0.3
12928,INNZ-12928,20101016,16/10/2010,2010-10,"""16 Oct 2010; p.C24""","""Press (Christchurch, N.Z.)""","""Steeman, Marta""","""Marta Steeman""","""Mainland monitor : rebuild managers appointed""","""Examines progress toward rebuilding the region, six weeks after the magnitude 7.1 earthquake. Seeks comment from spokespersons from the insurance and construction sectors and from the Earthquake Commission (EQC).""",0,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.1
13599,INNZ-13599,20101023,23/10/2010,2010-10,"""23 Oct 2010; p.C2-6""","""Press (Christchurch, N.Z.)""","""Matthews, Philip""","""Philip Matthews""","""Lesson from the past""","""Revisits the 5.6 earthquake that shook Newcastle, Australia, on 28 December 1989, teasing out lessons for  post-quake Christchurch. Gleans information about the opportunities for urban renewal and civic building, the dangers of demolishing and rebuilding too soon, the pitfalls in moving from disaster to recovery, and the juncture of when to remember and forget the event. Cites advice by Australian consultant Brian Eastoe on how to coordinate post-quake interests to avoid disputes. Ponders Newcastle's unreadiness, given the area's history of tremors every 60 to 70 years. Chronicles the saving from demolition of the Christ Church Cathedral by architect Barney Collins, detailing the preservation technology utilised.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
16592,INNZ-16592,20101120,20/11/2010,2010-11,"""20 Nov 2010; sup.p.8-13""","""Dominion post (Wellington, N.Z.)""","""Macdonald, Nikki""","""Nikki Macdonald""","""Green growth""","""Examines the future of the Green Party now that Keith Locke is the only remaining original member. Discusses the new co-leadership of Russel Norman and Metiria Turei. Notes the party's stability compared to other minority parties. Profiles Young Greens co-leader Holly Walker. Indicates dissent over the Christchurch (Darfield) earthquake vote, and asks whether this shows a trend toward pragmatism over principles.  Talks to current and former Party members about whether there is a trend toward diversification versus activism. Ponders how the party will position itself at the next election, and whether the party policies are becoming mainstream.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
16789,INNZ-16789,20101120,20/11/2010,2010-11,"""20 Nov 2010; p.C1-3""","""Press (Christchurch, N.Z.)""","""McCrone, John""","""John McCrone""","""What lies beneath; What lies broken beneath""","""Investigates the unseen damage to sewers in the city as a result of the 4 Sep earthquake. Talks to residents regarding the impact of the damage in their neighbourhoods and to Christchurch City Council water and waste unit manager Mark Christison about the preparations required to undertake repairs.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
16812,INNZ-16812,20101120,20/11/2010,2010-11,"""20 Nov 2010; p.C8-9""","""Press (Christchurch, N.Z.)""","""Hallett, Adelia""","""Adelia Hallett""","""What treasure lies under the quake rubble?""","""Talks to the professional conservator and archaeologist about the opportunity created by the 4 Sep 2010 earthquake to explore the rubble underneath historic buildings. Discusses her past experience working at British sites for the British television programme 'Time Team', and informs that an approach is being made for funding for a similar programme in NZ to explore sites under damaged Christchurch buildings. Speaks to Frank van der Heijden, Canterbury and West Coast regional archaeologist for the Historic Places Trust, about the history of the city and its stance on old buildings damaged by the earthquake.""",1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.3
16828,INNZ-16828,20101120,20/11/2010,2010-11,"""20 Nov 2010; sup.p.22""","""Press (Christchurch, N.Z.)""","""Anderson, Vicki""","""Vicki Anderson""","""Billy T James""","""Talks to the Christchurch-born comedian about his memories of working with the late comedian, which he has captured in the release of a new DVD. Informs that he will perform at the Christchurch Art Gallery, 27 Nov 2010, to raise money for the earthquake relief fund.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
17036,INNZ-17036,20101127,27/11/2010,2010-11,"""27 Nov 2010; v.226 n.3681:p.22-26""","""Listener (Wellington, N.Z.)""","""Blundell, Sally,""","""Sally Blundell""","""Does counselling really help?""","""Reflects on the response of the Government, aid agencies and counselling services in the wake of the Canterbury's earthquake to offer counselling to Cantabrians. Asks whether counselling is needed after a disaster without loss of life. Suggests of more value is social support and practical assistance. Reports the best form of support was the restoring of power and telecommunications, assisting with insurance claims and resolving water and sanitation issues. Indicates the need to watch out for those who may need counselling rather than making a blanket assumption about the need for counselling for all.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
18255,INNZ-18255,20101122,22/11/2010,2010-11,"""22 Nov 2010; v.134 n.5601:p.10""","""MG business""","""Power, J.  F.""","""J.F. Power""","""Earthquake damages cashflows too""","""Talks about the case of a tradesman in Christchurch who cannot continue fixing earthquake-damaged chimneys and roofs because he is owed more than $160,000 for the work he has already completed. Suggestions what the tradesman did wrong.""",1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.2
18704,INNZ-18704,20101204,04/12/2010,2010-12,"""4 Dec 2010; p.C3""","""Press (Christchurch, N.Z.)""","""Moore, Christopher""","""Christopher Moore and Philip Matthews""","""Standing up for heritage; Aussie architects view quake damage""","""Meets South Dakotan Donovan Rypkema, an advocate for heritage buildings and their place in the 21st century. Talks to Australian heritage architects Barney Collis and Edward Clode, who visited the city recently to advise on what to do about heritage buildings that were damaged in the 4 Sep 2010 earthquake, and to learn about how to prepare for the next earthquake in Newcastle.""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
19035,INNZ-19035,20101204,04/12/2010,2010-12,"""4 Dec 2010; sup.p.34-35""","""Press (Christchurch, N.Z.)""","""Shiels, Rosa""","""Rosa Shiels""","""We can rebuild it""","""Talks to the architect who is part of a group working with  Wellington architect Ian Athfield to rebuild Christchurch following the earthquake. Explores his style, and lists some of his design tips.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
19464,INNZ-19464,20101211,11/12/2010,2010-12,"""11 Dec 2010; p.C6""","""Press (Christchurch, N.Z.)""","""Macdonald, Nikki""","""Nikki Macdonald""","""Greens' new colour""","""Examines the future of the Green Party now that Keith Locke is the only remaining original member. Discusses the new co-leadership of Russel Norman and Metiria Turei. Notes the party's stability compared to other minority parties. Profiles Young Greens co-leader Holly Walker. Indicates dissent over the Christchurch (Darfield) earthquake vote, and asks whether this shows a trend toward pragmatism over principles.  Talks to current and former Party members about whether there is a trend toward diversification versus activism. Ponders how the party will position itself at the next election, and whether the party policies are becoming mainstream.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
21527,INNZ-21527,20101226,26/12/2010,2010-12,"""26 Dec 2010; p.C1-2""","""Sunday star times""","""Braunias, Steve""","""Steve Braunias""","""The year beneath the earth""","""Reflects on the events of the year, dominated by the Christchurch earthquake and the Pike River mining explosion. Touches on overseas visitors to NZ (Hillary Clinton, Justin Bieber), the industrial dispute surrounding  the filming of The Hobbit, public service scandals, private fraudsters, sporting achievements, and a setting straight of the life of one of the miners killed at Pike River.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
21538,INNZ-21538,20100909,09/09/2010,2010-09,"""9 Sep 2010; p.19""","""Waikato times""","""Fox, Michael""","""Michael Fox""","""Quake-rattled chickens lay again""","""Quake-rattled chickens lay again""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
22162,INNZ-22162,20101006,06/10/2010,2010-10,"""6 Oct 2010; p.2""","""Waikato times""","""Ash, Julie""","""Julie Ash""","""Shaken quake refugee plans return""","""Shaken quake refugee plans return""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
22761,INNZ-22761,20110115,15/01/2011,2011-01,"""15 Jan 2011; p.A3""","""Dominion post (Wellington, N.Z.)""","""Easton, Paul""","""Paul Easton""","""Family move from tsunami to bombs, quake and floods""","""Family move from tsunami to bombs, quake and floods""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
25881,INNZ-25881,20110205,05/02/2011,2011-02,"""5 Feb 2011; p.C2-3""","""Press (Christchurch, N.Z.)""","""McCrone, John""","""John McCrone""","""Who's in charge?""","""Queries who is leading the rebuilding effort of quake-damaged Canterbury. Wonders whether the effort is being driven by bureaucracy, or whether the complex behind-the-scenes process is the right path for a complicated problem. Talks to former Christchurch mayor Garry Moore, Christchurch East MP Lianne Dalziel, Christchurch mayor Bob Parker and Christchurch City Council chief executive Tony Marryatt and Minister of Earthquake Recovery Gerry Brownlee. Includes a graphic showing the agencies involved in the rebuilding of the region.""",0,0,0,0,0,1,1,1,0,1,1,0.45454545454545453,0.5
25883,INNZ-25883,20101027,27/10/2010,2010-10,"""27 Oct 2010; p.A6""","""New Zealand herald""","""Booker, Jarrod""","""Jarrod Booker""","""'I was lucky' says worst-hit quake victim""","""'I was lucky' says worst-hit quake victim""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
26959,INNZ-26959,20110213,13/02/2011,2011-02,"""13 Feb 2011; p.C1-3""","""Sunday star times""","""Wall, Tony""","""Tony Wall""","""The forgotten people""","""Focuses on the residents of Seabreeze Close in Christchurch, who continue to live like refugees in ruined homes a full five months after the Canterbury earthquake liquified their street. Stresses the growing anger at the lack of action over thier plight.""",0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.2
26963,INNZ-26963,20110213,13/02/2011,2011-02,"""13 Feb 2011; p.C2""","""Sunday star times""","""Cropp, Amanda,""","""Amanda Cropp""","""Blue chip blues""","""Reports on the efforts to save and restore some of Fendalton's beautiful character homes, which were hard hit bt the Canterbury earthquake.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
26997,INNZ-26997,20110212,12/02/2011,2011-02,"""12 Feb 2011; p.A4-5""","""Press (Christchurch, N.Z.)""","""Heather, Ben""","""Ben Heather [and others]""","""[Project Canterbury]""","""Recaps some of the most pressing problems facing Cantabrians and those charged with rebuilding the region after the major earthquake on 4 Sep 2010. Includes a timetable of meetings and other important events scheduled between 2011 and 2013. Touches on major rebuilding work under way. Reports on the demolition of the century-old Coptic Church. Overviews repair work to schools that has been completed or still to be done. Informs that a street barrier in Christchurch has been extended for public safety.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
